filepath,ground_truth,system_verdict,final_score,score_Visual (Spatial),score_Audio (Mel+CNN),score_Audio Forensics (ECAPA),score_Cross-Modal (Lip-Sync),score_Facial Biometric (Quality)
es_117_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.963114,0.924859,0.994470,0.942865,0.962381,0.990344
en_91_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.941863,0.779721,0.903312,0.936016,0.909711,0.987238
fr_110_to_es_Bark_label_fake.npz,Fake,Deepfake,0.842649,0.502631,0.983532,0.937500,0.836066,0.751027
zh_26_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.954644,0.928720,0.799099,0.944448,0.960687,0.991952
ja_38_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.954725,0.771840,0.799601,0.959768,0.977091,0.990138
zh_125_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.967310,0.933578,0.991650,0.952914,0.984967,0.982115
ar_32_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.959964,0.870574,0.973733,0.949307,0.947446,0.988046
en_121_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.817028,0.747673,0.948464,0.647540,0.960684,0.985028
es_25_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.955794,0.563916,0.971902,0.968803,0.963638,0.990509
en_29_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.944036,0.766608,0.969297,0.956598,0.846095,0.977607
fr_71_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.945651,0.884034,0.992097,0.935616,0.927132,0.966011
es_95_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.973382,0.948183,0.979076,0.957529,0.988586,0.992206
fr_64_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.968103,0.820696,0.996787,0.971715,0.950871,0.985344
fr_105_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.972453,0.932620,0.987932,0.958761,0.979558,0.991505
es_69_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.906201,0.874945,0.781553,0.876283,0.974042,0.947557
ar_43_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.816851,0.313672,0.950608,0.899605,0.138626,0.957007
es_64_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.955424,0.933749,0.995064,0.921714,0.974809,0.990661
fr_22_to_es_Bark_label_fake.npz,Fake,Deepfake,0.936225,0.761491,0.915261,0.953204,0.968137,0.933235
en_128_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.572943,0.933839,0.764789,0.095909,0.976713,0.991945
ru_96_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.972047,0.942278,0.975926,0.959817,0.980171,0.989150
en_86_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.896601,0.734695,0.994644,0.950977,0.950574,0.820390
zh_127_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.907744,0.876824,0.260078,0.918843,0.988140,0.967445
es_17_label_real.npz,Real,Real,0.103568,0.189620,0.004495,0.125370,0.019421,0.101439
en_70_to_zh_Vall_label_fake.npz,Fake,Deepfake,0.923194,0.883303,0.532586,0.913858,0.956400,0.987209
en_89_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.853857,0.800739,0.919990,0.819412,0.526181,0.989907
en_89_to_es_Bark_label_fake.npz,Fake,Deepfake,0.948604,0.755156,0.958324,0.945806,0.914105,0.988304
en_37_to_ja_Vall_label_fake.npz,Fake,Deepfake,0.916408,0.918045,0.394178,0.899850,0.991037,0.990744
ar_32_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.975286,0.904657,0.993243,0.967630,0.983280,0.990369
en_69_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.969313,0.927178,0.975393,0.957918,0.966233,0.989994
ru_102_label_real.npz,Real,Real,0.038206,0.080304,0.017197,0.044335,0.024342,0.031275
zh_47_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.965869,0.925728,0.927338,0.955665,0.961111,0.991587
es_40_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.977365,0.924190,0.996858,0.973468,0.983610,0.985403
ja_30_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.945428,0.810148,0.987664,0.922179,0.963035,0.983582
ru_12_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.973579,0.849405,0.996561,0.996603,0.951343,0.964787
es_32_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.948314,0.792717,0.956897,0.973869,0.950222,0.935913
zh_125_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.926306,0.943732,0.528592,0.915732,0.966724,0.982680
fr_106_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.927767,0.918603,0.091705,0.961247,0.990345,0.987588
zh_43_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.948063,0.806861,0.987217,0.942692,0.964695,0.964795
ru_1_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.929342,0.902358,0.592362,0.907810,0.986070,0.992813
fr_21_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.939149,0.730271,0.876119,0.931146,0.973507,0.978467
ru_35_to_en_Bark_label_fake.npz,Fake,Deepfake,0.942784,0.792731,0.980825,0.959670,0.940896,0.937614
en_125_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.969624,0.753332,0.972080,0.975789,0.980005,0.989280
ru_126_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.953827,0.901929,0.976636,0.929067,0.989599,0.979597
es_28_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.964654,0.864509,0.998082,0.951658,0.980486,0.986372
ru_73_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.949477,0.827489,0.984772,0.941590,0.941976,0.974145
ru_107_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.965538,0.912273,0.982367,0.952645,0.979910,0.983215
fr_29_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.890899,0.902982,0.097431,0.900218,0.971604,0.967486
ru_10_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.881613,0.510256,0.964880,0.923007,0.861263,0.875363
ru_31_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.945660,0.797947,0.924285,0.923545,0.972913,0.990463
fr_21_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.951582,0.723671,0.935618,0.951792,0.965326,0.982224
es_40_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.965379,0.913015,0.997675,0.950563,0.982491,0.982407
ru_113_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.954752,0.854727,0.855892,0.952665,0.960584,0.984180
zh_56_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.943145,0.719642,0.909184,0.950395,0.916554,0.978201
ja_50_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.959697,0.885345,0.983128,0.938831,0.988461,0.985582
ru_61_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.940060,0.854171,0.990723,0.942868,0.954721,0.937292
es_116_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.966988,0.934983,0.997094,0.946966,0.980883,0.989033
en_37_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.963981,0.925011,0.957000,0.945370,0.981284,0.989531
zh_76_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.726612,0.352558,0.952316,0.929190,0.868982,0.446669
es_84_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.894892,0.855245,0.195247,0.890296,0.979532,0.982230
en_72_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.965538,0.943224,0.740804,0.972281,0.964104,0.992570
ja_12_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.969619,0.933310,0.985077,0.966333,0.926178,0.989235
es_75_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.906393,0.760821,0.945600,0.932560,0.958134,0.873163
en_46_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.944280,0.856324,0.945887,0.955649,0.970223,0.934586
en_120_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.809734,0.936822,0.449530,0.656695,0.984349,0.989910
es_91_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.946210,0.920389,0.931888,0.909405,0.982970,0.988763
es_121_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.961637,0.887201,0.982623,0.947909,0.958257,0.987888
en_109_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.945162,0.867679,0.738095,0.939645,0.981902,0.982408
en_49_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.955395,0.895861,0.973155,0.931532,0.969855,0.987911
es_62_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.884685,0.738206,0.965946,0.947003,0.972656,0.788745
en_38_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.954141,0.905346,0.945245,0.927838,0.979457,0.988969
ja_46_to_en_Vall_label_fake.npz,Fake,Deepfake,0.874997,0.931720,0.223989,0.827215,0.988129,0.989006
ja_41_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.959508,0.895526,0.995412,0.962537,0.984055,0.952610
en_109_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.960113,0.836924,0.978508,0.951140,0.976991,0.981797
ar_71_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.966571,0.909400,0.980452,0.957941,0.959478,0.985877
zh_118_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.755675,0.368020,0.992869,0.942057,0.920253,0.490512
ja_51_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.957577,0.887281,0.984323,0.940920,0.981385,0.978413
fr_3_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.962786,0.790025,0.982216,0.967113,0.966870,0.977959
ru_12_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.928945,0.854007,0.983753,0.923413,0.977908,0.924945
es_41_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.922131,0.928812,0.973344,0.854880,0.964108,0.988333
es_115_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.976628,0.925538,0.994780,0.969567,0.983877,0.988340
ja_15_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.971147,0.834760,0.983686,0.969212,0.978637,0.989187
zh_71_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.963442,0.903571,0.819238,0.965293,0.988283,0.983118
es_50_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.964284,0.932539,0.873210,0.960247,0.961217,0.987895
fr_94_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.890915,0.883123,0.752816,0.807438,0.990207,0.990714
es_11_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.965465,0.930342,0.789349,0.966290,0.983437,0.989447
fr_22_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.923399,0.741956,0.978975,0.965613,0.948926,0.879810
zh_44_to_es_Bark_label_fake.npz,Fake,Deepfake,0.960278,0.909927,0.984165,0.939621,0.958868,0.991020
en_81_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.959819,0.857719,0.988873,0.963481,0.952161,0.967733
ja_37_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.959124,0.858301,0.963204,0.940336,0.974271,0.992774
ru_118_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.965979,0.848997,0.946075,0.964605,0.978726,0.983660
ar_46_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.871619,0.834938,0.946732,0.778893,0.930297,0.968583
es_40_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.837988,0.620030,0.995262,0.959455,0.938312,0.661821
en_99_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.940232,0.679191,0.860493,0.946458,0.949422,0.978285
fr_8_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.941583,0.844790,0.896860,0.921241,0.924061,0.992961
en_60_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.954684,0.638413,0.973748,0.969178,0.942492,0.981990
ja_54_to_en_Vall_label_fake.npz,Fake,Deepfake,0.908016,0.955934,0.869657,0.826768,0.982777,0.989751
fr_58_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.901517,0.886662,0.608534,0.846409,0.989445,0.991226
en_61_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.955158,0.807508,0.820863,0.965229,0.936459,0.987830
zh_20_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.942163,0.956936,0.972025,0.903818,0.940566,0.985543
zh_44_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.944914,0.917900,0.931640,0.908458,0.969713,0.990456
es_35_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.973025,0.939230,0.974409,0.963584,0.978693,0.988173
en_26_to_es_Bark_label_fake.npz,Fake,Deepfake,0.958906,0.893916,0.995141,0.964128,0.850128,0.987380
ru_99_to_es_Bark_label_fake.npz,Fake,Deepfake,0.960694,0.923643,0.860566,0.953067,0.984317,0.983348
zh_73_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.974988,0.938847,0.964226,0.963968,0.994001,0.990426
ru_94_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.957764,0.924850,0.621842,0.975163,0.984312,0.980499
en_19_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.969288,0.893328,0.954390,0.965437,0.975222,0.985524
es_1_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.960613,0.944078,0.982175,0.933395,0.978885,0.989668
ru_49_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.934145,0.889177,0.992163,0.886543,0.945121,0.990346
fr_5_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.950887,0.814335,0.978561,0.927335,0.985319,0.986885
zh_2_to_ja_Vall_label_fake.npz,Fake,Deepfake,0.592252,0.938447,0.130455,0.215734,0.940496,0.993364
en_48_to_ja_Vall_label_fake.npz,Fake,Deepfake,0.941755,0.886138,0.714864,0.934289,0.975932,0.981947
ru_37_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.975311,0.881364,0.982629,0.973406,0.983488,0.987799
es_120_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.926381,0.827361,0.973006,0.880080,0.951392,0.986251
zh_17_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.981165,0.944867,0.987123,0.974827,0.987421,0.991860
fr_67_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.960587,0.853190,0.981729,0.962667,0.931385,0.978579
ja_42_to_es_Bark_label_fake.npz,Fake,Deepfake,0.959289,0.892123,0.997044,0.943135,0.935828,0.990962
fr_66_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.863873,0.915991,0.136340,0.821659,0.961714,0.986682
fr_94_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.975541,0.867796,0.972517,0.973458,0.986389,0.990945
es_12_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.957958,0.852354,0.967432,0.962451,0.953216,0.967270
zh_59_label_real.npz,Real,Real,0.048825,0.074188,0.014073,0.089811,0.024194,0.004508
es_76_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.966924,0.929717,0.971286,0.954825,0.971592,0.985837
fr_73_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.940030,0.554719,0.946433,0.984671,0.771834,0.984821
zh_21_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.957923,0.933339,0.994231,0.931906,0.958260,0.989603
ja_25_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.940500,0.857451,0.945472,0.952392,0.988044,0.922779
en_52_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.815868,0.531144,0.810816,0.959584,0.959819,0.631358
ja_10_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.954088,0.945491,0.975003,0.916936,0.984226,0.991483
zh_64_to_en_Vall_label_fake.npz,Fake,Deepfake,0.898667,0.746868,0.542362,0.927944,0.721885,0.984121
ru_22_label_real.npz,Real,Real,0.047528,0.121853,0.010751,0.066986,0.032273,0.021504
en_49_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.963028,0.890441,0.962543,0.947762,0.979076,0.988508
ru_26_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.866625,0.374609,0.998580,0.952286,0.606362,0.882288
fr_7_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.977991,0.915174,0.987387,0.972997,0.990190,0.988558
zh_27_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.946602,0.911300,0.702021,0.976728,0.796154,0.990837
fr_33_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.949280,0.922532,0.993665,0.920715,0.954095,0.982112
en_108_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.965051,0.946426,0.974293,0.939531,0.989819,0.992126
fr_112_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.830295,0.708807,0.805015,0.896001,0.956734,0.730656
ar_61_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.973591,0.925908,0.952804,0.965388,0.987563,0.989926
ru_117_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.903646,0.645197,0.968672,0.926647,0.936152,0.892418
ru_25_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.947364,0.762302,0.963955,0.939697,0.963644,0.976636
en_31_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.963804,0.886298,0.997786,0.959031,0.917321,0.989438
zh_13_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.966677,0.910031,0.993407,0.946327,0.984950,0.991893
en_100_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.968711,0.914025,0.991410,0.953001,0.974962,0.991693
es_67_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.980999,0.941068,0.977134,0.976732,0.983941,0.991902
zh_35_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.974149,0.955654,0.884331,0.969123,0.987334,0.992317
es_58_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.964299,0.937259,0.995344,0.940012,0.973596,0.992298
en_14_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.965861,0.918465,0.933864,0.958064,0.952437,0.991062
en_24_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.920191,0.903807,0.494266,0.915967,0.921586,0.988411
ja_30_to_en_Vall_label_fake.npz,Fake,Deepfake,0.890377,0.891808,0.243084,0.863862,0.978434,0.991575
fr_23_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.785146,0.859703,0.874381,0.572144,0.955432,0.986954
es_6_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.885250,0.688945,0.993284,0.950561,0.907404,0.807559
ja_40_to_zh_Vall_label_fake.npz,Fake,Deepfake,0.598079,0.921314,0.789567,0.148370,0.979675,0.993718
es_2_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.859451,0.521151,0.964574,0.966172,0.918576,0.738656
zh_48_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.961460,0.853861,0.996109,0.948603,0.971973,0.985408
zh_3_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.969315,0.935798,0.921528,0.973054,0.938044,0.985058
zh_15_label_real.npz,Real,Real,0.048803,0.082238,0.008407,0.080702,0.045956,0.009598
ar_36_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.950561,0.803788,0.993668,0.951400,0.935681,0.968542
fr_118_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.941032,0.750226,0.994944,0.974419,0.719179,0.981050
en_59_to_ja_Vall_label_fake.npz,Fake,Deepfake,0.850036,0.878925,0.241951,0.778489,0.978974,0.987927
en_33_label_real.npz,Real,Real,0.017565,0.110155,0.038085,0.013887,0.011584,0.007845
fr_42_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.949900,0.881024,0.995935,0.923382,0.953074,0.986350
fr_34_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.946238,0.478203,0.996912,0.965020,0.941111,0.983177
es_58_label_real.npz,Real,Real,0.032691,0.063203,0.001486,0.053295,0.023304,0.008982
zh_49_to_es_Bark_label_fake.npz,Fake,Deepfake,0.967534,0.932022,0.991714,0.948829,0.979316,0.989836
es_59_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.941488,0.871379,0.992651,0.942385,0.938078,0.944016
fr_86_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.940532,0.885956,0.831130,0.917547,0.954418,0.989543
en_78_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.915755,0.906462,0.905508,0.851508,0.986109,0.981050
fr_24_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.958316,0.866882,0.995573,0.936643,0.967681,0.991245
ja_2_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.961059,0.846028,0.945552,0.954559,0.969351,0.985696
es_68_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.968991,0.898135,0.948931,0.963970,0.971519,0.987713
fr_11_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.689420,0.706576,0.155766,0.449716,0.969417,0.991397
en_32_to_zh_Vall_label_fake.npz,Fake,Deepfake,0.813280,0.920506,0.120373,0.702451,0.984075,0.990644
fr_120_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.949791,0.813586,0.964238,0.937802,0.956958,0.980551
zh_97_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.930237,0.739476,0.960181,0.976827,0.841269,0.918729
ja_8_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.950163,0.885616,0.990229,0.914586,0.986661,0.988974
en_90_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.947062,0.777525,0.872759,0.942882,0.940412,0.989170
ru_86_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.908143,0.803060,0.476686,0.889910,0.981980,0.987137
ru_44_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.941990,0.752376,0.990302,0.925908,0.957675,0.978372
es_51_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.966031,0.921638,0.993919,0.956011,0.948192,0.986368
fr_27_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.974479,0.903604,0.862945,0.980320,0.981039,0.991154
ja_53_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.961206,0.938026,0.985989,0.945137,0.940456,0.987566
zh_64_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.946281,0.730649,0.958800,0.952396,0.889229,0.983736
en_21_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.754566,0.907423,0.844750,0.497541,0.964724,0.990260
ru_131_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.929766,0.482709,0.986202,0.936888,0.964112,0.966599
en_66_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.944983,0.740838,0.973481,0.939977,0.927783,0.981425
en_73_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.929872,0.660714,0.912609,0.944419,0.900990,0.960337
en_40_to_ja_Vall_label_fake.npz,Fake,Deepfake,0.841366,0.912396,0.320974,0.744196,0.984254,0.989668
zh_10_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.948897,0.860953,0.943536,0.932963,0.919241,0.991185
en_30_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.949896,0.925481,0.805828,0.950402,0.898736,0.987932
en_35_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.975363,0.916654,0.981937,0.969338,0.973918,0.990970
ru_44_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.942654,0.886349,0.981122,0.915092,0.908493,0.990400
en_119_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.875776,0.923238,0.543150,0.796146,0.986339,0.987307
ja_23_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.951394,0.742631,0.987189,0.945243,0.933625,0.989088
ar_45_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.928294,0.812159,0.990761,0.943702,0.836536,0.942366
zh_83_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.961264,0.925195,0.962956,0.938060,0.978797,0.991000
ru_19_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.893503,0.353944,0.995560,0.950847,0.879082,0.886396
ar_60_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.939597,0.930096,0.916950,0.903782,0.933648,0.991936
ja_4_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.972662,0.859387,0.940037,0.973111,0.981910,0.990286
es_67_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.919805,0.783798,0.980667,0.978190,0.971508,0.840700
en_9_to_es_Bark_label_fake.npz,Fake,Deepfake,0.943777,0.885774,0.989880,0.969548,0.677490,0.988424
en_109_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.971036,0.948729,0.961115,0.955216,0.987254,0.991346
ar_45_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.948376,0.821149,0.842250,0.981767,0.955413,0.936769
zh_94_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.964954,0.899729,0.977879,0.946791,0.977609,0.992162
en_49_to_es_Bark_label_fake.npz,Fake,Deepfake,0.973403,0.933899,0.932572,0.964333,0.991337,0.991417
en_48_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.834159,0.906744,0.717424,0.690054,0.972571,0.986197
fr_42_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.945711,0.873661,0.956465,0.953454,0.915100,0.953257
fr_17_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.646429,0.471521,0.979998,0.968664,0.070439,0.374029
en_8_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.965334,0.901393,0.988020,0.955781,0.950089,0.987867
zh_41_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.905315,0.617942,0.970289,0.951048,0.938423,0.868827
fr_1_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.942712,0.878997,0.903383,0.912007,0.972840,0.988302
ar_26_label_real.npz,Real,Real,0.057414,0.084343,0.044851,0.105702,0.014678,0.005488
ru_16_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.917788,0.933454,0.259414,0.917372,0.984429,0.991097
fr_93_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.961622,0.778719,0.869261,0.975763,0.986536,0.975645
zh_121_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.961927,0.884401,0.919089,0.950765,0.987588,0.986141
es_50_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.958649,0.922125,0.955359,0.940995,0.960651,0.986463
ru_92_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.956177,0.882055,0.981759,0.959525,0.970237,0.954789
ru_35_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.929002,0.635592,0.995008,0.946050,0.847169,0.962950
